id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q312271,President of Moldova,Q217,Q217,,Q28015645,1990-09-03,,,,President of Moldova
Q1769526,Prime Minister of Moldova,Q217,Q217,,,1991,,,,Prime Minister of Moldova
Q98885878,first deputy prime minister of the Republic of Moldova,,Q217,,,,,,,
Q108219454,Deputy Prime Minister,Q217,Q217,,,,,,,
Q108219506,Deputy Prime Minister for Digitization,Q217,Q217,,,,,,,
Q108219136,Deputy Prime Minister for Reintegration,Q217,Q217,,,,,,,
Q108219609,Minister of Agriculture and Food Industry,Q217,Q217,,,,,,,
Q108219577,Minister of Culture,Q217,Q217,,,,,,,
Q37807482,Minister of Defense of Moldova,Q217,Q217,,,,,,,
Q24576259,Minister of the Economy of Moldova,Q217,Q217,,,,,,,
Q108084563,Minister of Education and Research,Q217,Q217,,,,,,,
Q108219572,Minister of the Environment,Q217,Q217,,,,,,,
Q29933624,Minister of Finance of Moldova,Q217,Q217,,,,,,,
Q63051575,Minister of Foreign Affairs,Q217,Q217,,,,,,,
Q108219527,Minister of Health,Q217,Q217,,,,,,,
Q110158331,"Minister of Health, Labour and Social Protection",Q217,Q217,,,,,,,
Q108084668,Minister of Infrastructure and Regional Development,Q217,Q217,,,,,,,
Q108219544,Minister of Internal Affairs,Q217,Q217,,,,,,,
Q29693019,Minister of Justice of Moldova,Q217,Q217,,,,,,,
Q108219604,Minister of Labor and Social Protection,Q217,Q217,,,,,,,
Q4376680,President of the Moldovan Parliament,Q217,,,,1991-08-27,,,,President of the Moldovan Parliament
Q109567764,Governor of the National Bank of Moldova,Q217,,,,,,,,
Q5532129,General Prosecutor of the Republic of Moldova,Q217,Q217,,,,,,,
Q109567748,Head of the Information and Security Service of the Republic of Moldova,,,,,,,,,
Q12744232,Chief of the General Staff,Q217,,,,1994-04-26,,,,Chief of the General Staff (Moldova)
Q2641738,Governor of Gagauzia,Q217,Q164819,,,1994-12-23,,,,Governor of Gagauzia
Q25552854,Mayor of Chișinău,Q217,Q21197,,Q4378633,1990,,,,
Q108113609,Mayor of Orhei,Q217,Q423258,,,,,,,
Q6797680,Mayor of Bălți,,Q37801,,,,,,,Mayor of Bălți
